current_final_score,score_last_week,score_two_weeks_ago,score_change_7d,score_change_14d,assignments_submitted,assignments_total,submission_rate,days_since_last_grade,class_average,score_vs_class_avg,is_at_risk
73.84,76.15,98.32,-2.31,-24.48,7,12,0.5833,1,74.37,-0.53,0
80.39,79.6,85.8,0.78,-5.41,2,4,0.5,0,65.51,14.87,0
95.81,100.0,93.36,-7.26,2.46,7,11,0.6364,5,76.61,19.2,0
80.0,81.41,83.99,-1.41,-3.99,2,4,0.5,3,73.89,6.1,0
96.01,90.82,100.0,5.19,-11.32,7,13,0.5385,0,73.45,22.56,0
33.36,24.02,27.75,9.34,5.61,6,7,0.8571,18,60.76,-27.4,1
75.35,84.74,81.36,-9.39,-6.01,5,6,0.8333,3,59.67,15.67,0
82.9,92.82,78.21,-9.92,4.7,9,14,0.6429,0,57.53,25.37,0
40.06,43.6,27.61,-3.54,12.45,4,11,0.3636,29,71.64,-31.58,1
77.39,66.05,96.7,11.33,-19.31,6,9,0.6667,5,71.15,6.24,0
52.35,51.41,42.59,0.94,9.77,6,6,1.0,6,67.08,-14.73,0
58.71,54.73,63.81,3.98,-5.1,10,12,0.8333,6,58.84,-0.13,0
57.45,50.06,54.55,7.39,2.89,6,7,0.8571,1,66.53,-9.08,0
72.46,64.08,69.22,8.38,3.24,10,13,0.7692,3,60.66,11.8,0
70.39,75.43,75.79,-5.03,-5.4,6,7,0.8571,6,74.44,-4.05,0
61.75,64.48,65.29,-2.73,-3.54,6,6,1.0,3,66.35,-4.6,0
27.07,24.56,18.64,2.5,8.43,3,8,0.375,5,60.32,-33.25,1
63.06,65.46,58.02,-2.4,5.04,6,6,1.0,2,60.29,2.77,0
53.08,48.96,59.5,4.12,-6.42,4,5,0.8,1,57.35,-4.27,0
94.0,88.48,100.0,5.52,-14.6,14,14,1.0,3,72.95,21.05,0
64.69,57.28,54.62,7.41,10.07,7,9,0.7778,4,61.26,3.43,0
34.11,42.58,41.85,-8.46,-7.74,4,13,0.3077,11,79.72,-45.61,1
53.43,51.47,44.31,1.96,9.12,2,3,0.6667,4,76.06,-22.63,0
69.39,69.12,71.82,0.28,-2.43,9,9,1.0,6,60.89,8.5,0
95.82,91.4,100.0,4.42,-18.87,3,6,0.5,4,71.54,24.28,0
62.25,58.49,63.29,3.76,-1.04,5,8,0.625,4,74.98,-12.73,0
72.56,67.87,97.91,4.69,-25.35,5,6,0.8333,1,68.28,4.29,0
80.59,79.28,70.92,1.31,9.68,3,4,0.75,4,65.28,15.32,0
87.65,83.46,84.73,4.19,2.91,8,8,1.0,0,69.54,18.11,0
53.86,54.21,53.39,-0.35,0.47,5,5,1.0,4,63.62,-9.77,0
38.96,43.96,41.3,-5.01,-2.35,7,7,1.0,13,64.53,-25.58,1
93.53,92.35,99.81,1.18,-6.27,8,10,0.8,4,72.92,20.61,0
80.66,88.24,99.77,-7.58,-19.11,8,12,0.6667,0,61.88,18.78,0
87.21,83.86,75.95,3.35,11.27,5,5,1.0,5,64.63,22.59,0
33.5,19.09,26.13,14.4,7.37,5,6,0.8333,26,77.26,-43.76,1
51.68,57.02,61.29,-5.34,-9.61,7,12,0.5833,4,68.05,-16.37,0
77.67,75.38,71.22,2.29,6.45,5,8,0.625,0,78.52,-0.85,0
30.84,35.0,43.58,-4.16,-12.74,0,3,0.0,13,56.97,-26.13,1
65.46,75.62,60.65,-10.17,4.8,10,13,0.7692,4,60.38,5.07,0
88.91,79.82,94.33,9.09,-5.42,8,12,0.6667,1,61.82,27.09,0
21.82,17.14,32.8,4.68,-10.98,1,4,0.25,17,72.33,-50.51,1
68.94,72.35,77.41,-3.41,-8.46,3,3,1.0,1,60.84,8.1,0
50.38,41.77,48.46,8.6,1.91,5,5,1.0,5,76.9,-26.52,0
75.7,76.3,74.63,-0.6,1.07,6,10,0.6,6,56.8,18.9,0
40.4,41.29,44.47,-0.89,-4.07,2,14,0.1429,10,58.77,-18.37,1
58.02,60.65,61.29,-2.63,-3.27,9,9,1.0,5,68.03,-10.01,0
80.7,77.56,90.08,3.14,-9.38,11,14,0.7857,2,60.69,20.01,0
76.87,81.06,73.3,-4.18,3.58,6,6,1.0,1,62.1,14.77,0
55.22,51.64,61.3,3.57,-6.08,8,13,0.6154,2,74.93,-19.71,0
65.76,67.58,68.89,-1.83,-3.13,11,12,0.9167,1,77.9,-12.14,0
52.71,57.8,52.2,-5.09,0.51,8,14,0.5714,4,57.12,-4.41,0
93.54,90.84,91.44,2.7,2.1,4,5,0.8,1,60.53,33.01,0
60.47,53.65,81.18,6.82,-20.71,6,9,0.6667,0,61.47,-1.0,1
61.19,56.71,59.62,4.48,1.56,9,13,0.6923,6,69.57,-8.38,0
58.96,60.61,54.62,-1.66,4.34,9,10,0.9,0,57.77,1.19,0
89.81,85.99,81.34,3.82,8.47,3,6,0.5,4,64.33,25.48,0
60.24,65.58,64.69,-5.34,-4.45,3,5,0.6,4,68.57,-8.33,0
63.28,68.53,68.21,-5.25,-4.93,13,13,1.0,0,70.28,-7.0,0
33.17,47.91,42.97,-14.75,-9.81,4,8,0.5,27,60.16,-26.99,1
24.22,24.51,26.33,-0.29,-2.11,2,3,0.6667,18,65.75,-41.53,1
75.01,76.33,49.82,-1.32,25.2,4,5,0.8,0,61.89,13.12,0
67.99,70.49,83.37,-2.5,-15.38,1,3,0.3333,5,56.32,11.67,0
89.6,94.12,100.0,-4.52,-11.23,6,8,0.75,5,73.76,15.84,0
54.83,53.78,79.86,1.05,-25.03,5,5,1.0,4,79.56,-24.73,1
59.62,48.88,73.09,10.73,-13.48,2,3,0.6667,3,76.36,-16.75,0
65.27,62.98,69.85,2.29,-4.58,5,6,0.8333,1,63.81,1.46,0
33.07,43.23,40.07,-10.16,-7.01,3,5,0.6,7,72.2,-39.14,1
72.0,81.64,70.59,-9.63,1.42,3,5,0.6,3,58.74,13.26,0
63.37,63.16,71.91,0.21,-8.55,3,3,1.0,6,71.76,-8.39,0
32.13,27.47,51.16,4.66,-19.04,0,9,0.0,27,76.28,-44.15,1
96.68,99.52,92.99,-2.84,3.69,9,10,0.9,4,73.25,23.44,0
89.77,93.83,90.92,-4.06,-1.15,6,11,0.5455,0,56.88,32.89,0
70.88,61.83,59.7,9.05,11.18,3,4,0.75,3,67.54,3.34,0
88.15,90.3,90.13,-2.15,-1.98,3,4,0.75,2,57.5,30.65,0
69.75,70.41,51.44,-0.66,18.32,8,13,0.6154,3,67.34,2.41,0
92.59,83.86,73.78,8.73,18.81,7,11,0.6364,5,63.15,29.44,0
64.04,55.52,69.28,8.52,-5.24,9,12,0.75,2,64.69,-0.65,0
52.69,46.13,52.5,6.56,0.19,8,8,1.0,5,77.95,-25.27,0
41.46,42.17,41.7,-0.71,-0.24,3,13,0.2308,28,69.12,-27.66,1
87.97,92.62,87.0,-4.64,0.97,13,14,0.9286,2,70.54,17.43,0
38.56,36.8,32.84,1.76,5.72,8,14,0.5714,29,73.89,-35.34,1
64.88,73.82,63.42,-8.94,1.46,8,10,0.8,4,66.11,-1.23,0
79.56,83.41,96.39,-3.85,-16.82,7,12,0.5833,1,69.24,10.32,0
71.72,68.73,82.48,2.98,-10.77,4,4,1.0,6,65.65,6.06,0
79.97,79.85,96.03,0.12,-16.06,8,8,1.0,5,58.23,21.74,0
84.56,82.1,95.05,2.46,-10.49,5,6,0.8333,0,73.2,11.37,0
37.9,33.79,40.52,4.12,-2.62,1,6,0.1667,29,57.95,-20.05,1
87.36,79.84,85.73,7.53,1.63,3,5,0.6,3,78.37,8.99,0
21.19,21.25,18.37,-0.06,2.82,6,11,0.5455,20,55.43,-34.24,1
67.7,69.9,71.6,-2.2,-3.9,6,7,0.8571,3,65.37,2.33,0
31.25,36.87,39.53,-5.62,-8.28,5,7,0.7143,14,73.66,-42.41,1
80.31,82.71,95.65,-2.41,-15.35,3,4,0.75,1,57.81,22.49,0
62.49,73.83,64.79,-11.34,-2.3,6,11,0.5455,2,68.43,-5.94,1
80.45,82.09,68.12,-1.63,12.33,3,6,0.5,5,75.99,4.46,0
80.95,79.51,93.68,1.43,-12.74,12,12,1.0,4,78.19,2.76,0
97.94,100.0,97.02,-3.21,0.93,11,14,0.7857,6,64.62,33.32,0
40.21,47.33,43.13,-7.12,-2.92,0,6,0.0,25,70.03,-29.83,1
76.9,75.39,70.91,1.51,5.99,1,3,0.3333,0,59.53,17.38,0
95.63,88.72,91.07,6.91,4.55,9,12,0.75,5,61.34,34.29,0
59.18,53.91,64.7,5.27,-5.52,4,5,0.8,4,73.95,-14.77,0
63.17,61.47,59.86,1.7,3.31,7,10,0.7,0,60.36,2.81,0
52.5,58.0,71.51,-5.5,-19.01,4,6,0.6667,4,74.36,-21.86,1
80.48,75.79,82.63,4.69,-2.15,9,9,1.0,4,55.8,24.68,0
32.06,32.32,40.81,-0.26,-8.75,12,12,1.0,8,63.27,-31.21,1
96.02,92.45,100.0,3.57,-11.31,9,12,0.75,1,77.79,18.24,0
67.37,66.3,68.97,1.07,-1.6,9,10,0.9,6,76.19,-8.83,0
77.55,71.56,65.76,5.99,11.79,9,9,1.0,2,77.14,0.41,0
53.36,58.14,68.09,-4.78,-14.73,13,13,1.0,3,73.17,-19.81,0
79.32,73.55,71.4,5.76,7.91,3,5,0.6,0,63.77,15.55,0
22.18,23.21,23.65,-1.03,-1.47,6,6,1.0,8,72.58,-50.4,1
86.4,85.12,100.0,1.28,-14.24,8,12,0.6667,6,56.46,29.94,0
76.96,71.03,72.21,5.94,4.76,6,10,0.6,5,62.22,14.74,0
80.09,76.84,79.46,3.25,0.63,4,8,0.5,0,76.7,3.39,0
66.13,66.89,73.17,-0.76,-7.04,13,14,0.9286,5,78.97,-12.84,0
67.46,66.74,74.96,0.72,-7.5,4,8,0.5,0,62.91,4.55,0
57.35,61.98,44.32,-4.63,13.03,2,3,0.6667,6,75.62,-18.27,0
93.99,87.65,90.02,6.34,3.98,9,9,1.0,3,71.88,22.11,0
26.64,38.21,30.51,-11.56,-3.87,5,5,1.0,6,74.04,-47.4,1
61.47,58.31,78.12,3.16,-16.65,10,12,0.8333,1,61.76,-0.29,1
35.13,32.21,33.16,2.92,1.97,0,3,0.0,8,79.38,-44.25,1
61.28,54.95,51.84,6.33,9.44,13,13,1.0,5,70.82,-9.54,0
29.54,41.51,28.71,-11.97,0.83,1,9,0.1111,10,77.41,-47.87,1
52.25,52.76,56.85,-0.51,-4.6,4,5,0.8,0,62.2,-9.94,0
43.97,42.86,57.38,1.11,-13.41,1,14,0.0714,28,79.23,-35.27,1
34.65,40.97,31.66,-6.32,2.99,4,8,0.5,17,64.39,-29.74,1
87.93,84.12,79.19,3.81,8.73,8,10,0.8,0,60.86,27.07,0
55.48,62.01,62.33,-6.53,-6.84,3,3,1.0,6,75.95,-20.47,0
77.36,69.28,66.13,8.08,11.23,1,3,0.3333,6,61.56,15.81,0
58.51,60.84,58.8,-2.34,-0.29,4,7,0.5714,3,66.49,-7.98,0
42.27,48.04,42.27,-5.77,0.0,0,4,0.0,27,65.93,-23.66,1
82.8,77.13,94.74,5.67,-11.94,11,12,0.9167,1,71.48,11.32,0
37.27,43.41,49.29,-6.15,-12.02,7,8,0.875,19,71.99,-34.72,1
51.86,53.23,46.87,-1.38,4.99,4,4,1.0,0,56.11,-4.25,0
82.61,93.53,63.93,-10.91,18.69,4,5,0.8,0,65.77,16.84,0
93.26,89.62,97.2,3.64,-3.94,3,6,0.5,6,58.29,34.97,0
61.08,58.55,47.66,2.53,13.41,4,4,1.0,1,64.54,-3.46,0
67.87,61.81,83.02,6.06,-15.15,5,8,0.625,4,69.71,-1.84,0
87.72,80.97,85.96,6.75,1.76,7,12,0.5833,0,59.48,28.24,0
95.14,92.89,100.0,2.25,-20.61,8,12,0.6667,5,67.35,27.79,0
91.88,89.63,84.86,2.24,7.02,5,7,0.7143,1,64.15,27.73,0
76.58,75.88,74.31,0.69,2.26,7,11,0.6364,0,67.03,9.55,0
20.25,23.18,42.43,-2.92,-22.18,11,12,0.9167,29,72.35,-52.1,1
92.99,90.37,94.4,2.62,-1.41,12,12,1.0,3,55.93,37.06,0
52.11,56.95,52.88,-4.84,-0.77,11,13,0.8462,1,66.92,-14.82,0
63.68,69.24,54.11,-5.56,9.57,9,13,0.6923,1,74.92,-11.24,0
87.17,92.31,99.03,-5.13,-11.86,4,8,0.5,6,62.28,24.9,0
68.78,69.4,65.93,-0.61,2.86,3,4,0.75,5,74.23,-5.44,0
85.02,88.14,97.44,-3.13,-12.42,10,10,1.0,1,69.41,15.61,0
59.04,56.3,45.52,2.74,13.53,7,9,0.7778,4,65.52,-6.47,0
50.92,53.84,62.02,-2.91,-11.09,6,7,0.8571,0,60.21,-9.29,0
52.5,50.96,71.39,1.54,-18.89,11,13,0.8462,6,61.26,-8.77,1
72.62,76.73,54.69,-4.11,17.93,4,5,0.8,6,55.2,17.42,0
54.5,42.72,51.15,11.78,3.35,6,8,0.75,0,76.4,-21.9,0
29.29,18.74,33.82,10.56,-4.52,0,11,0.0,16,74.62,-45.32,1
94.51,100.0,86.36,-6.15,8.15,8,11,0.7273,3,71.17,23.34,0
82.01,80.8,77.38,1.21,4.63,8,9,0.8889,5,67.37,14.63,0
85.88,95.57,61.59,-9.69,24.29,3,5,0.6,1,79.35,6.54,0
53.12,45.81,42.77,7.31,10.35,4,5,0.8,3,62.05,-8.93,0
53.99,55.07,46.2,-1.08,7.79,14,14,1.0,1,79.6,-25.61,0
50.27,59.64,64.69,-9.37,-14.43,6,9,0.6667,1,66.73,-16.46,0
52.53,53.95,49.24,-1.42,3.29,10,13,0.7692,4,58.28,-5.75,0
93.19,97.95,96.3,-4.76,-3.1,9,14,0.6429,0,60.41,32.78,0
69.18,65.65,76.25,3.53,-7.06,11,14,0.7857,1,56.6,12.59,0
78.85,91.55,66.39,-12.7,12.46,5,9,0.5556,1,60.76,18.09,1
95.11,85.88,100.0,9.23,-7.33,7,9,0.7778,2,68.17,26.94,0
87.47,88.63,100.0,-1.16,-19.78,13,14,0.9286,3,58.84,28.63,0
27.15,31.75,17.15,-4.6,10.0,3,3,1.0,6,77.64,-50.49,1
21.0,15.44,4.95,5.56,16.05,9,13,0.6923,23,70.99,-49.99,1
55.42,52.33,52.16,3.09,3.26,6,7,0.8571,5,60.71,-5.29,0
76.75,78.72,69.43,-1.97,7.32,7,7,1.0,3,68.34,8.42,0
97.53,100.0,100.0,-8.22,-6.93,5,9,0.5556,0,62.45,35.08,1
78.9,92.39,90.15,-13.49,-11.25,10,12,0.8333,6,65.45,13.46,0
51.05,37.28,38.2,13.77,12.85,9,12,0.75,1,60.55,-9.49,0
55.01,57.89,85.46,-2.88,-30.45,4,6,0.6667,3,70.32,-15.31,1
80.85,68.89,78.69,11.96,2.17,12,14,0.8571,1,62.1,18.75,0
76.24,66.01,71.9,10.23,4.35,9,12,0.75,6,74.32,1.92,0
41.31,43.1,21.86,-1.79,19.45,11,13,0.8462,6,61.36,-20.05,1
46.06,43.16,33.59,2.9,12.47,9,12,0.75,17,56.4,-10.34,1
73.13,74.74,71.94,-1.61,1.18,6,9,0.6667,4,74.74,-1.61,0
40.06,40.35,25.52,-0.28,14.54,0,14,0.0,19,59.21,-19.15,1
54.11,54.71,51.96,-0.6,2.15,6,7,0.8571,6,78.65,-24.54,0
85.6,100.0,86.41,-20.73,-0.81,4,4,1.0,6,61.17,24.43,0
88.24,94.93,91.02,-6.69,-2.78,4,6,0.6667,4,62.79,25.45,0
31.1,30.31,32.02,0.78,-0.92,1,13,0.0769,21,73.7,-42.61,1
27.7,30.99,33.64,-3.29,-5.94,8,10,0.8,18,78.91,-51.22,1
84.75,86.9,81.26,-2.15,3.49,4,4,1.0,1,74.63,10.12,0
82.64,81.6,77.11,1.05,5.53,7,8,0.875,3,71.96,10.68,0
60.22,61.45,64.08,-1.23,-3.86,4,5,0.8,0,62.96,-2.74,0
53.42,45.38,53.63,8.03,-0.21,3,3,1.0,4,56.4,-2.98,0
87.95,93.18,88.16,-5.23,-0.21,10,10,1.0,3,59.77,28.18,0
89.08,84.95,82.98,4.13,6.1,9,13,0.6923,1,63.45,25.63,0
44.4,48.6,52.54,-4.2,-8.14,1,4,0.25,18,61.56,-17.16,1
44.82,43.61,48.27,1.21,-3.46,0,13,0.0,14,75.93,-31.11,1
97.7,95.98,100.0,1.72,-9.47,3,4,0.75,5,79.44,18.26,0
90.83,100.0,76.3,-10.0,14.53,7,7,1.0,2,68.2,22.63,0
93.61,100.0,100.0,-14.53,-11.33,11,11,1.0,1,61.47,32.13,0
81.33,81.73,82.1,-0.4,-0.77,9,11,0.8182,4,78.57,2.75,0
22.07,28.92,20.87,-6.86,1.2,5,5,1.0,27,55.19,-33.12,1
74.81,63.4,68.25,11.41,6.57,2,3,0.6667,6,79.07,-4.26,0
72.25,75.83,68.44,-3.58,3.81,5,5,1.0,0,64.45,7.8,0
45.45,44.14,47.93,1.31,-2.48,4,9,0.4444,27,60.02,-14.56,1
78.84,81.46,83.97,-2.62,-5.13,8,10,0.8,1,68.11,10.73,0
64.86,71.17,75.84,-6.3,-10.97,8,10,0.8,6,63.28,1.58,0
50.69,46.41,68.99,4.28,-18.3,2,3,0.6667,5,68.19,-17.5,1
27.04,28.52,22.79,-1.48,4.25,5,10,0.5,7,67.14,-40.1,1
81.42,83.08,85.87,-1.66,-4.45,7,8,0.875,0,55.34,26.08,0
43.9,40.24,39.15,3.66,4.75,8,13,0.6154,20,77.39,-33.49,1
52.32,60.74,60.26,-8.43,-7.94,4,4,1.0,0,61.37,-9.06,0
79.69,79.34,67.22,0.35,12.48,8,10,0.8,1,67.91,11.78,0
52.3,48.39,35.68,3.91,16.62,8,9,0.8889,0,66.84,-14.54,0
88.62,86.9,87.03,1.72,1.6,6,8,0.75,1,61.16,27.46,0
39.53,50.04,28.24,-10.51,11.29,6,11,0.5455,6,79.51,-39.98,1
58.81,52.14,51.25,6.66,7.55,7,11,0.6364,4,58.77,0.04,0
54.49,58.5,61.9,-4.02,-7.41,6,9,0.6667,6,59.74,-5.26,0
83.74,86.08,81.76,-2.35,1.98,8,11,0.7273,4,63.39,20.35,0
74.31,67.01,80.28,7.31,-5.97,10,12,0.8333,3,66.15,8.16,0
42.87,36.06,31.5,6.81,11.37,3,4,0.75,7,68.63,-25.76,1
92.99,96.61,87.26,-3.62,5.74,4,8,0.5,4,55.23,37.76,0
23.96,26.86,17.1,-2.9,6.86,0,4,0.0,11,55.24,-31.28,1
55.73,63.29,51.94,-7.56,3.78,3,6,0.5,6,63.87,-8.14,0
39.36,43.47,48.64,-4.11,-9.28,2,8,0.25,22,67.17,-27.81,1
93.98,85.31,100.0,8.67,-16.72,9,11,0.8182,2,79.52,14.46,0
85.37,91.74,72.76,-6.37,12.62,11,11,1.0,2,55.48,29.89,0
57.16,60.6,49.01,-3.43,8.15,5,5,1.0,5,69.64,-12.47,0
81.55,82.63,90.37,-1.07,-8.82,8,11,0.7273,1,59.77,21.79,0
70.13,63.91,67.45,6.22,2.68,8,12,0.6667,4,66.23,3.9,0
76.49,73.87,71.68,2.62,4.81,5,5,1.0,3,56.95,19.54,0
51.89,42.55,62.32,9.34,-10.43,3,3,1.0,6,55.51,-3.61,0
72.33,77.9,68.22,-5.57,4.12,6,9,0.6667,1,77.28,-4.95,0
76.39,78.25,70.25,-1.86,6.14,7,13,0.5385,6,74.97,1.42,0
39.1,42.12,49.68,-3.03,-10.58,7,7,1.0,22,75.14,-36.04,1
65.37,56.22,79.06,9.15,-13.69,6,10,0.6,6,79.25,-13.88,0
62.01,58.71,45.59,3.3,16.42,2,3,0.6667,0,56.03,5.98,0
76.48,81.1,80.25,-4.62,-3.77,5,5,1.0,3,72.55,3.93,0
70.88,81.25,83.36,-10.37,-12.49,3,4,0.75,2,73.12,-2.25,0
30.13,36.81,25.11,-6.68,5.01,3,7,0.4286,15,70.07,-39.94,1
38.97,44.73,50.79,-5.76,-11.82,5,8,0.625,6,58.53,-19.56,1
35.85,42.52,35.38,-6.67,0.47,6,6,1.0,29,57.85,-22.0,1
63.44,63.88,67.53,-0.44,-4.09,2,3,0.6667,1,57.96,5.48,0
57.27,61.29,61.94,-4.02,-4.67,4,5,0.8,3,72.63,-15.36,0
72.52,58.91,70.64,13.61,1.88,5,5,1.0,4,79.32,-6.8,0
94.47,93.08,97.89,1.4,-3.42,7,12,0.5833,2,75.81,18.66,0
81.96,75.69,69.93,6.27,12.03,5,7,0.7143,2,56.74,25.22,0
72.69,68.11,76.59,4.58,-3.9,10,10,1.0,6,75.39,-2.7,0
87.33,86.94,98.79,0.4,-11.45,7,7,1.0,6,61.45,25.89,0
31.03,33.11,22.54,-2.08,8.5,6,9,0.6667,8,66.47,-35.44,1
64.22,71.21,45.65,-6.99,18.57,2,3,0.6667,1,66.52,-2.31,0
54.31,46.83,38.79,7.48,15.51,2,3,0.6667,4,69.13,-14.82,0
92.64,88.59,86.86,4.05,5.78,12,12,1.0,3,61.41,31.23,0
69.4,76.15,68.64,-6.75,0.76,5,5,1.0,3,61.25,8.15,0
83.67,83.88,80.84,-0.2,2.84,4,5,0.8,2,76.86,6.81,0
83.11,76.34,72.75,6.77,10.36,8,10,0.8,4,72.62,10.49,0
51.31,51.88,49.5,-0.57,1.81,10,10,1.0,6,75.16,-23.84,0
90.86,81.66,94.81,9.2,-3.95,8,9,0.8889,1,71.91,18.95,0
37.96,32.32,39.76,5.64,-1.8,8,12,0.6667,28,78.88,-40.92,1
63.87,67.74,55.19,-3.87,8.69,10,10,1.0,0,65.79,-1.92,0
72.72,69.51,65.04,3.22,7.68,7,9,0.7778,2,75.87,-3.15,0
71.84,72.32,75.16,-0.48,-3.32,14,14,1.0,0,59.82,12.02,0
26.55,17.92,27.08,8.62,-0.53,0,11,0.0,8,78.75,-52.2,1
24.88,15.25,20.13,9.64,4.75,13,13,1.0,19,76.5,-51.61,1
61.77,57.52,54.01,4.25,7.76,7,12,0.5833,4,72.39,-10.62,0
52.06,58.1,53.98,-6.04,-1.92,3,4,0.75,6,67.46,-15.39,0
88.64,83.57,85.65,5.07,3.0,8,14,0.5714,4,69.09,19.55,0
84.76,83.81,81.56,0.95,3.2,11,12,0.9167,4,75.24,9.52,0
67.77,67.33,67.09,0.43,0.68,1,3,0.3333,5,69.83,-2.06,0
81.83,84.23,65.55,-2.4,16.28,3,3,1.0,2,79.04,2.79,0
97.4,100.0,100.0,-4.34,-21.76,5,6,0.8333,2,78.63,18.78,0
52.16,53.64,63.45,-1.48,-11.3,6,6,1.0,6,74.28,-22.13,0
54.42,51.24,69.99,3.18,-15.57,12,14,0.8571,2,76.08,-21.66,1
87.93,82.48,83.87,5.44,4.06,4,8,0.5,2,79.73,8.19,0
96.18,93.69,93.09,2.49,3.09,11,13,0.8462,6,75.51,20.67,0
54.58,55.98,39.94,-1.4,14.64,4,7,0.5714,5,78.39,-23.81,0
64.31,62.71,67.15,1.6,-2.84,8,11,0.7273,0,71.13,-6.82,0
64.6,63.22,71.84,1.38,-7.24,10,11,0.9091,2,57.92,6.67,0
97.21,92.93,100.0,4.28,-12.61,1,3,0.3333,5,56.58,40.63,0
75.42,68.06,70.9,7.36,4.51,8,14,0.5714,3,70.25,5.17,0
52.78,57.78,51.89,-5.0,0.89,5,7,0.7143,2,59.93,-7.15,0
75.84,79.92,72.92,-4.08,2.92,6,7,0.8571,4,55.22,20.62,0
73.18,73.38,86.74,-0.2,-13.56,3,4,0.75,6,55.53,17.65,0
94.13,86.15,100.0,7.98,-8.87,8,13,0.6154,2,63.51,30.62,0
70.37,68.95,72.92,1.43,-2.55,8,8,1.0,2,77.35,-6.98,0
76.12,76.75,88.9,-0.62,-12.77,8,9,0.8889,4,65.27,10.85,0
80.48,83.83,82.21,-3.35,-1.73,4,4,1.0,4,76.3,4.18,0
94.27,96.44,92.9,-2.17,1.37,13,14,0.9286,3,64.76,29.51,0
93.91,95.58,93.56,-1.67,0.35,5,6,0.8333,2,79.66,14.25,0
84.43,85.99,88.37,-1.56,-3.94,5,7,0.7143,3,73.66,10.77,0
22.52,27.14,7.31,-4.62,15.21,2,12,0.1667,8,63.65,-41.13,1
85.93,89.02,85.66,-3.09,0.27,6,10,0.6,5,78.97,6.96,0
54.65,49.24,59.33,5.42,-4.67,4,8,0.5,5,60.78,-6.13,0
58.17,78.09,64.07,-19.93,-5.9,7,7,1.0,3,55.31,2.85,0
64.84,68.19,87.44,-3.34,-22.6,7,8,0.875,4,69.56,-4.72,1
83.68,86.48,66.51,-2.81,17.17,2,3,0.6667,6,74.32,9.35,0
78.23,74.27,90.53,3.96,-12.31,10,11,0.9091,4,71.34,6.88,0
72.7,75.35,63.4,-2.65,9.3,3,5,0.6,3,69.99,2.71,0
81.4,85.85,85.22,-4.45,-3.82,9,11,0.8182,1,69.27,12.13,0
76.48,77.91,85.8,-1.43,-9.32,10,10,1.0,1,73.97,2.51,0
66.67,69.83,77.5,-3.16,-10.83,5,5,1.0,0,74.28,-7.61,0
58.82,58.52,51.86,0.31,6.97,7,8,0.875,5,58.58,0.24,0
25.75,26.92,28.0,-1.17,-2.25,6,8,0.75,22,79.76,-54.01,1
52.19,45.68,54.51,6.51,-2.32,5,8,0.625,0,73.35,-21.16,0
89.32,93.98,60.98,-4.66,28.34,9,10,0.9,1,57.92,31.4,0
58.96,60.8,65.13,-1.84,-6.17,6,11,0.5455,6,62.32,-3.36,0
74.51,70.15,48.61,4.36,25.9,12,12,1.0,2,71.93,2.58,0
75.72,77.65,70.75,-1.92,4.97,12,14,0.8571,5,62.82,12.9,0
82.61,83.66,93.76,-1.05,-11.15,2,4,0.5,5,75.83,6.78,0
42.86,48.76,48.8,-5.9,-5.93,7,9,0.7778,17,62.88,-20.02,1
61.82,64.28,53.82,-2.46,8.0,13,14,0.9286,0,68.31,-6.49,0
86.38,78.71,81.13,7.67,5.25,10,10,1.0,4,67.31,19.07,0
69.87,68.62,70.8,1.25,-0.93,11,11,1.0,6,77.48,-7.61,0
51.4,51.31,55.72,0.09,-4.32,9,10,0.9,1,62.56,-11.16,0
63.06,78.41,65.73,-15.35,-2.68,7,13,0.5385,3,71.22,-8.16,1
73.93,77.14,69.18,-3.21,4.75,8,12,0.6667,3,65.13,8.8,0
75.19,73.96,77.95,1.23,-2.76,7,9,0.7778,5,74.03,1.15,0
67.83,70.44,63.19,-2.62,4.64,8,9,0.8889,2,75.17,-7.34,0
62.93,66.86,66.69,-3.93,-3.76,7,10,0.7,3,55.3,7.63,0
77.54,77.46,68.86,0.08,8.67,3,6,0.5,2,61.72,15.81,0
34.3,33.87,40.74,0.44,-6.43,1,12,0.0833,28,58.36,-24.05,1
92.94,96.2,100.0,-3.27,-10.78,8,12,0.6667,0,77.89,15.05,0
77.83,73.22,77.47,4.61,0.36,2,4,0.5,1,58.13,19.7,0
43.69,45.89,43.37,-2.2,0.32,6,10,0.6,26,76.72,-33.04,1
92.77,85.1,88.86,7.67,3.91,10,12,0.8333,3,76.38,16.39,0
93.3,100.0,76.58,-9.67,16.71,6,10,0.6,3,62.53,30.76,0
24.93,21.77,18.35,3.16,6.58,6,7,0.8571,17,69.27,-44.34,1
50.83,46.52,52.43,4.31,-1.6,7,9,0.7778,4,68.81,-17.97,0
73.26,72.02,88.45,1.23,-15.19,7,11,0.6364,6,67.86,5.4,0
85.45,78.57,86.1,6.88,-0.65,4,4,1.0,2,70.64,14.81,0
56.39,52.93,57.88,3.46,-1.49,7,12,0.5833,5,68.43,-12.03,0
71.82,76.13,56.03,-4.31,15.79,13,13,1.0,3,60.63,11.18,0
68.74,69.52,66.78,-0.79,1.96,5,7,0.7143,2,78.51,-9.77,0
22.49,33.05,17.65,-10.56,4.84,7,7,1.0,17,63.58,-41.09,1
54.71,56.37,49.25,-1.67,5.46,4,4,1.0,3,67.46,-12.75,0
